,host response time,host response rate,host verifications,latitude,longitude,property type,room type,bathrooms,bedrooms,beds,bed type,amenities,security deposit,cleaning fee,guests included,extra people,minimum nights,maximum nights,availability 365,number of reviews,cancellation policy,features,price,average review,final neighbourhood,years being host
206,within an hour,95.0,6,40.41794471700357,-3.701260351777852,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,15,183.0,30.0,2,8,3,9,0,7,moderate,4,70.0,22.714285714285715,Centro,5
207,within an hour,100.0,4,40.41580401790673,-3.706916785863317,Apartment,Entire home/apt,2.0,3.0,5.0,Real Bed,13,150.0,50.0,2,20,2,1125,0,33,strict,4,138.0,20.857142857142858,Centro,5
208,within an hour,100.0,5,40.41753801850537,-3.701611982704881,Apartment,Entire home/apt,2.0,2.0,5.0,Real Bed,15,150.0,45.0,4,15,2,1125,101,43,flexible,5,145.0,22.285714285714285,Centro,1
209,within a few hours,100.0,3,40.41993144800257,-3.700915820638116,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,12,100.0,50.0,2,20,3,1125,341,13,moderate,2,90.0,19.714285714285715,Centro,3
210,within a few hours,75.0,3,40.414314060574185,-3.7066225851389634,Apartment,Entire home/apt,1.0,0.0,2.0,Real Bed,13,200.0,50.0,1,0,2,1000,270,0,strict,4,100.0,21.257599200162016,Centro,3
211,within an hour,100.0,3,40.41716631698149,-3.7065669245789294,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,13,100.0,30.0,3,0,2,29,338,0,strict,4,109.0,21.257599200162016,Centro,2
212,within a few hours,97.0,4,40.41572202462763,-3.703555439082689,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,10,100.0,30.0,1,0,2,365,303,86,moderate,4,71.0,20.857142857142858,Centro,2
213,within an hour,95.0,6,40.42012874279043,-3.707850433470106,Apartment,Private room,3.0,1.0,1.0,Real Bed,8,200.0,30.0,1,0,7,1125,311,0,strict,4,35.0,21.257599200162016,Centro,0
214,within an hour,100.0,4,40.41730948002312,-3.707302253516138,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,13,183.0,30.0,1,0,2,365,99,8,moderate,3,39.0,21.428571428571427,Centro,1
215,within an hour,100.0,4,40.41489870049979,-3.702656042584012,Apartment,Entire home/apt,1.0,1.0,3.0,Real Bed,10,200.0,40.0,2,15,3,200,318,19,strict,3,60.0,20.142857142857142,Centro,5
216,within an hour,94.0,4,40.41456492866132,-3.704373762758237,Loft,Entire home/apt,1.0,1.0,1.0,Real Bed,17,200.0,33.0,2,11,10,1825,301,15,flexible,6,77.0,18.857142857142858,Centro,6
217,within an hour,100.0,4,40.41513900591087,-3.7037280120548455,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,11,100.0,15.0,1,0,3,1125,269,132,moderate,5,55.0,22.285714285714285,Centro,4
218,within an hour,100.0,5,40.41633814006623,-3.7025200285921303,Apartment,Private room,1.0,1.0,1.0,Real Bed,15,183.0,15.0,1,10,2,1125,27,15,flexible,4,38.0,21.857142857142858,Centro,3
219,within a day,50.0,3,40.41954345771278,-3.701230573546018,Apartment,Private room,5.0,1.0,1.0,Real Bed,19,200.0,30.0,1,0,4,1125,10,1,strict,3,22.0,22.857142857142858,Centro,2
220,within a few hours,100.0,7,40.415836917771045,-3.705874347085128,Apartment,Entire home/apt,1.0,0.0,2.0,Real Bed,11,100.0,30.0,2,15,1,1125,318,87,moderate,4,65.0,19.857142857142858,Centro,6
221,within an hour,100.0,3,40.43596162068271,-3.671790212722882,Apartment,Private room,1.0,1.0,1.0,Real Bed,12,183.0,30.0,1,17,1,1125,342,4,strict,4,19.0,21.0,Salamanca,2
222,within an hour,95.0,3,40.4329327409953,-3.664023242396651,Apartment,Private room,1.0,1.0,1.0,Real Bed,19,183.0,20.0,1,0,2,1125,0,4,flexible,2,45.0,22.857142857142858,Salamanca,2
223,within an hour,100.0,3,40.436346947871655,-3.673004762609883,Apartment,Private room,1.0,1.0,2.0,Real Bed,11,183.0,30.0,1,17,1,60,268,7,strict,4,18.0,21.428571428571427,Salamanca,2
224,within an hour,99.0,5,40.4353021885761,-3.673460509038665,Apartment,Private room,1.0,1.0,2.0,Real Bed,12,183.0,30.0,1,18,1,1125,279,5,strict,5,19.0,21.0,Salamanca,5
225,within an hour,99.0,5,40.43638932710845,-3.671941956283051,Apartment,Private room,1.0,1.0,4.0,Real Bed,10,183.0,30.0,1,18,1,1125,342,3,strict,6,19.0,12.714285714285714,Salamanca,5
226,within a day,90.0,3,40.43135864153754,-3.664138369781526,Apartment,Private room,1.0,1.0,2.0,Real Bed,2,183.0,30.0,1,0,1,1125,157,1,flexible,2,23.0,21.257599200162016,Salamanca,1
227,within a few hours,100.0,3,40.43009810653072,-3.665939017697424,Apartment,Private room,1.0,1.0,1.0,Real Bed,13,183.0,30.0,1,0,2,45,44,4,flexible,3,35.0,22.714285714285715,Salamanca,1
228,within an hour,100.0,3,40.435064641354494,-3.668756232611037,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,11,100.0,15.0,2,100,2,1125,0,30,strict,4,10.0,19.857142857142858,Salamanca,2
229,within an hour,99.0,5,40.43631835807219,-3.673623402322051,Apartment,Private room,1.0,1.0,2.0,Real Bed,8,183.0,30.0,1,17,1,365,349,26,strict,6,19.0,19.285714285714285,Salamanca,5
230,within a few hours,100.0,6,40.432797058402016,-3.66399175733788,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,9,183.0,30.0,1,0,1,1125,37,1,strict,3,60.0,22.285714285714285,Salamanca,2
231,within an hour,100.0,4,40.43398525720652,-3.675689207310833,Apartment,Private room,1.0,1.0,1.0,Real Bed,10,183.0,30.0,1,8,2,365,0,116,moderate,5,22.0,20.142857142857142,Salamanca,3
232,within an hour,100.0,3,40.43191845335916,-3.6741034687693337,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,12,183.0,20.0,3,5,1,1125,341,0,moderate,3,55.0,21.257599200162016,Salamanca,4
233,within an hour,100.0,5,40.43297152117289,-3.675298889230408,Apartment,Private room,1.0,1.0,2.0,Real Bed,13,100.0,40.0,1,15,2,1125,337,18,strict,8,29.0,21.285714285714285,Salamanca,6
234,within an hour,100.0,5,40.4307501218746,-3.671799182661831,Apartment,Private room,2.0,1.0,1.0,Real Bed,7,183.0,30.0,1,0,1,1125,287,11,moderate,4,32.0,21.0,Salamanca,5
235,within an hour,95.0,3,40.42996976497089,-3.685006575232269,Apartment,Entire home/apt,1.0,0.0,1.0,Pull-out Sofa,11,183.0,30.0,1,0,5,1125,0,5,moderate,4,54.0,22.714285714285715,Salamanca,1
236,within an hour,100.0,3,40.42960540066768,-3.683295418633288,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,16,183.0,50.0,1,0,1,1125,318,32,strict,3,95.0,20.714285714285715,Salamanca,1
237,within an hour,100.0,2,40.43170308512308,-3.686658710474636,Apartment,Entire home/apt,1.0,1.0,3.0,Real Bed,1,300.0,50.0,3,20,3,1125,363,0,strict,2,245.0,21.257599200162016,Salamanca,1
238,within an hour,100.0,9,40.43007070354451,-3.685519007958815,Condominium,Entire home/apt,2.0,2.0,3.0,Real Bed,24,183.0,40.0,2,23,2,1125,264,13,strict,4,200.0,22.428571428571427,Salamanca,4
239,within an hour,100.0,6,40.42933884024627,-3.680830493252425,Apartment,Entire home/apt,3.0,3.0,4.0,Real Bed,21,183.0,77.0,2,0,3,1125,6,6,strict,4,201.0,22.142857142857142,Salamanca,5
240,within an hour,100.0,5,40.43586522812719,-3.6819269740936216,Condominium,Entire home/apt,2.0,3.0,4.0,Real Bed,27,250.0,60.0,1,20,1,30,141,25,strict,5,161.0,21.428571428571427,Salamanca,2
241,within a few hours,100.0,4,40.43639603199252,-3.684207730552085,House,Private room,1.0,1.0,2.0,Real Bed,15,150.0,10.0,1,0,1,1125,21,1,strict,4,49.0,22.857142857142858,Salamanca,2
242,within an hour,95.0,3,40.45078084808976,-3.6878836558022057,House,Private room,2.0,1.0,1.0,Real Bed,21,183.0,30.0,1,0,2,1125,311,16,flexible,3,70.0,22.0,Chamartín,2
243,within an hour,100.0,3,40.446584108165794,-3.6803783175121976,Bed & Breakfast,Private room,1.0,1.0,1.0,Real Bed,18,183.0,30.0,1,0,2,90,281,1,flexible,3,35.0,22.857142857142858,Chamartín,2
244,within a day,100.0,4,40.450775944502176,-3.689151259050093,Apartment,Private room,1.0,1.0,1.0,Real Bed,12,183.0,30.0,1,0,3,365,352,64,flexible,3,30.0,22.0,Chamartín,4
245,within an hour,100.0,4,40.44501113944249,-3.669915338095735,Apartment,Private room,2.0,1.0,5.0,Real Bed,19,400.0,15.0,2,17,1,1125,300,15,strict,5,74.0,22.714285714285715,Chamartín,3
246,within a few hours,100.0,4,40.41963481616543,-3.70099950231381,Apartment,Private room,2.0,1.0,1.0,Real Bed,13,183.0,15.0,1,0,10,1125,281,0,strict,3,15.0,21.257599200162016,Centro,3
247,within a few hours,100.0,4,40.41736194782459,-3.700123617194468,Apartment,Entire home/apt,1.0,0.0,2.0,Real Bed,8,300.0,30.0,2,0,3,60,341,89,strict,7,155.0,22.285714285714285,Centro,5
248,within an hour,98.0,5,40.41583580113407,-3.706641802922824,Apartment,Entire home/apt,2.0,2.0,4.0,Real Bed,16,183.0,30.0,5,5,2,1125,325,48,strict,4,89.0,20.571428571428573,Centro,3
249,within an hour,99.0,4,40.41745709097067,-3.703879256714192,Apartment,Entire home/apt,2.0,3.0,6.0,Real Bed,10,300.0,40.0,4,10,2,1125,183,21,strict,5,250.0,21.142857142857142,Centro,1
250,within a few hours,100.0,7,40.41782894811608,-3.6996613624426136,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,18,183.0,30.0,1,0,7,1125,318,1,flexible,4,80.0,19.428571428571427,Centro,4
251,within a few hours,100.0,5,40.416494734621736,-3.70132977969776,Apartment,Private room,1.0,1.0,1.0,Real Bed,12,183.0,30.0,1,13,1,7,0,1,strict,3,35.0,16.0,Centro,1
252,within an hour,100.0,4,40.41695632006056,-3.703397822885423,Apartment,Entire home/apt,1.0,1.0,1.0,Pull-out Sofa,14,150.0,30.0,2,0,1,1125,107,47,strict,4,100.0,22.0,Centro,1
253,within an hour,100.0,4,40.417707028593966,-3.7031007388691792,Apartment,Entire home/apt,2.0,2.0,3.0,Real Bed,11,400.0,140.0,1,0,3,1125,328,24,strict,5,160.0,21.571428571428573,Centro,2
254,within an hour,100.0,4,40.414755352124985,-3.707931545061381,Apartment,Entire home/apt,1.0,2.0,5.0,Real Bed,19,183.0,35.0,4,15,2,1125,157,58,strict,4,119.0,21.142857142857142,Centro,2
255,within a few hours,100.0,3,40.41147616901648,-3.718810344018137,Apartment,Private room,1.0,1.0,1.0,Real Bed,14,183.0,30.0,1,5,2,1125,342,2,flexible,2,38.0,21.142857142857142,Arganzuela,2
256,within an hour,100.0,3,40.407028311279866,-3.715988132591214,Condominium,Private room,1.0,1.0,1.0,Real Bed,12,183.0,5.0,1,0,3,30,354,19,flexible,3,20.0,21.857142857142858,Arganzuela,1
257,within an hour,100.0,3,40.40895052820418,-3.717022338238423,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,10,300.0,30.0,2,10,3,1125,264,88,moderate,4,55.0,21.285714285714285,Arganzuela,2
258,within an hour,95.0,4,40.4122054677998,-3.719996676899428,Apartment,Private room,1.0,1.0,1.0,Real Bed,14,183.0,30.0,1,0,5,1125,280,7,moderate,4,13.0,22.428571428571427,Arganzuela,4
259,within an hour,95.0,3,40.39720357355896,-3.7057337603767895,Condominium,Private room,1.0,1.0,1.0,Real Bed,13,183.0,30.0,2,0,1,30,0,0,flexible,3,30.0,21.257599200162016,Arganzuela,4
260,within an hour,95.0,6,40.402281163140536,-3.7061167941843434,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,19,183.0,10.0,2,5,3,1125,0,3,flexible,3,50.0,20.428571428571427,Arganzuela,2
261,within a day,90.0,6,40.40139973011199,-3.7001576755554777,Apartment,Private room,1.0,1.0,1.0,Real Bed,16,183.0,10.0,1,9,1,1125,346,0,moderate,4,18.0,21.257599200162016,Arganzuela,1
262,within a few hours,100.0,2,40.40183715777627,-3.711888515435444,Apartment,Private room,1.5,1.0,1.0,Real Bed,9,183.0,20.0,1,0,2,7,180,0,flexible,4,32.0,21.257599200162016,Arganzuela,1
263,within a day,80.0,2,40.40281556102335,-3.702561131578201,House,Private room,1.0,1.0,2.0,Real Bed,9,183.0,30.0,1,0,2,1125,81,4,moderate,2,20.0,22.0,Arganzuela,1
264,within a few hours,100.0,7,40.40092781729024,-3.703780898704873,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,12,100.0,15.0,1,0,1,1125,43,0,strict,5,45.0,21.257599200162016,Arganzuela,2
265,within an hour,100.0,4,40.40158313498437,-3.6901044414384985,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,13,183.0,15.0,1,0,3,250,69,21,strict,4,37.0,20.285714285714285,Arganzuela,2
266,within an hour,100.0,6,40.40495891244584,-3.6924384956572016,Condominium,Private room,2.0,1.0,1.0,Real Bed,20,94.0,5.0,1,5,2,30,19,29,flexible,5,26.0,22.428571428571427,Arganzuela,1
267,within a few hours,100.0,3,40.40411875561854,-3.680445588753712,Bed & Breakfast,Private room,2.0,1.0,1.0,Pull-out Sofa,19,183.0,25.0,1,15,2,1125,365,5,moderate,2,35.0,18.714285714285715,Retiro,5
268,within an hour,100.0,4,40.40474536080313,-3.681247789360917,Apartment,Entire home/apt,1.0,3.0,5.0,Real Bed,21,150.0,50.0,5,15,2,300,323,15,flexible,5,130.0,22.428571428571427,Retiro,3
269,within an hour,100.0,6,40.40377113507543,-3.6820798731111033,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,15,100.0,20.0,2,15,3,1125,334,15,moderate,5,54.0,22.142857142857142,Retiro,3
270,within an hour,100.0,6,40.40300786289822,-3.6734188558120935,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,12,183.0,30.0,1,0,1,1125,327,19,moderate,4,41.0,20.285714285714285,Retiro,1
271,within a few hours,100.0,4,40.401863802419534,-3.675598227298637,Apartment,Private room,1.0,1.0,1.0,Real Bed,17,183.0,30.0,1,0,2,60,0,5,moderate,2,25.0,20.571428571428573,Retiro,5
272,within an hour,95.0,5,40.40434597703356,-3.676374715574915,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,11,600.0,40.0,1,20,3,1125,286,0,strict,5,100.0,21.257599200162016,Retiro,3
273,a few days or more,25.0,4,40.4004422047778,-3.67600146108944,House,Entire home/apt,2.0,2.0,2.0,Real Bed,14,200.0,30.0,1,0,1,1125,342,1,flexible,4,86.0,19.428571428571427,Retiro,2
274,within a few hours,100.0,3,40.40160830759436,-3.6681148308575584,Other,Entire home/apt,1.0,1.0,1.0,Real Bed,19,300.0,30.0,2,0,2,1125,115,4,moderate,3,79.0,22.714285714285715,Retiro,1
275,within an hour,100.0,6,40.401014830776354,-3.6683167571993134,Loft,Entire home/apt,1.0,1.0,1.0,Real Bed,9,183.0,30.0,1,0,1,2,0,1,moderate,5,50.0,19.428571428571427,Retiro,1
276,within an hour,100.0,4,40.399339397273785,-3.671183935929205,Apartment,Private room,2.0,1.0,1.0,Real Bed,12,183.0,30.0,1,0,1,1125,358,12,flexible,4,40.0,22.142857142857142,Retiro,2
277,within an hour,95.0,2,40.41729528952883,-3.677574275168512,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,20,183.0,20.0,1,0,2,1125,0,0,flexible,3,90.0,21.257599200162016,Retiro,1
278,within an hour,100.0,6,40.42066022758908,-3.678308591896705,Apartment,Entire home/apt,3.0,3.0,5.0,Real Bed,22,183.0,77.0,2,0,3,1125,170,9,strict,4,149.0,22.142857142857142,Retiro,5
279,within an hour,100.0,4,40.40694808971138,-3.6845284742195705,Apartment,Private room,1.0,1.0,1.0,Real Bed,15,183.0,30.0,1,0,5,30,82,1,moderate,3,35.0,22.857142857142858,Retiro,4
280,within an hour,83.0,7,40.40778306595447,-3.688409845787482,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,20,300.0,30.0,2,15,4,1125,69,24,moderate,5,50.0,21.714285714285715,Retiro,1
281,within an hour,100.0,3,40.40828273665473,-3.6804232449197354,Apartment,Private room,1.0,1.0,1.0,Real Bed,21,183.0,25.0,1,0,2,90,317,31,moderate,4,45.0,22.571428571428573,Retiro,2
282,within an hour,95.0,4,40.4401197692251,-3.7107906525187206,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,14,183.0,12.0,1,0,2,1125,0,4,moderate,4,48.0,22.0,Chamberí,2
283,within a few hours,100.0,4,40.43997441473404,-3.7095177855624297,Apartment,Private room,1.0,1.0,1.0,Real Bed,17,183.0,30.0,1,0,1,180,364,2,moderate,3,40.0,22.857142857142858,Chamberí,1
284,within a day,90.0,4,40.47253099565369,-3.691933249486486,Apartment,Private room,1.0,1.0,1.0,Real Bed,8,183.0,5.0,1,15,1,1125,365,0,flexible,3,25.0,21.257599200162016,Tetuán,1
285,within a day,100.0,5,40.47225825448997,-3.692849086140471,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,14,150.0,30.0,2,0,2,1125,3,3,moderate,4,52.0,13.142857142857142,Tetuán,5
286,within an hour,100.0,5,40.469289160238816,-3.7016618718618033,Apartment,Private room,1.0,1.0,1.0,Real Bed,14,183.0,30.0,1,0,1,8,354,18,flexible,4,17.0,20.857142857142858,Tetuán,2
287,within an hour,98.0,4,40.46624138584,-3.699930114198768,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,7,150.0,80.0,2,5,3,1125,249,3,moderate,4,38.0,19.571428571428573,Tetuán,3
288,within a few hours,100.0,3,40.46244354469042,-3.700197700026165,Apartment,Private room,1.0,1.0,1.0,Real Bed,15,95.0,15.0,1,20,3,30,353,0,moderate,3,32.0,21.257599200162016,Tetuán,0
289,within a day,100.0,6,40.43430341911028,-3.71600544371333,Bed & Breakfast,Private room,6.0,10.0,16.0,Real Bed,21,90.0,30.0,1,30,7,1125,145,4,strict,4,40.0,22.857142857142858,Chamberí,1
290,within an hour,100.0,3,40.4345720865884,-3.7124475968488864,Condominium,Private room,1.0,1.0,2.0,Real Bed,14,183.0,30.0,1,0,1,1125,329,1,flexible,3,40.0,22.857142857142858,Chamberí,2
291,within an hour,99.0,3,40.433781772214445,-3.715361331145845,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,24,183.0,30.0,2,15,1,30,264,35,moderate,3,53.0,21.0,Chamberí,1
292,within a few hours,100.0,5,40.43700913821092,-3.71180685860374,Bed & Breakfast,Private room,1.0,1.0,1.0,Real Bed,8,350.0,20.0,1,8,1,30,364,28,strict,3,30.0,20.285714285714285,Chamberí,3
293,within an hour,95.0,3,40.431499657956486,-3.713052727980745,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,19,183.0,12.0,1,0,3,14,0,16,flexible,3,44.0,21.285714285714285,Chamberí,3
294,within a few hours,100.0,5,40.43372078735187,-3.712510284728536,Bed & Breakfast,Private room,1.0,1.0,1.0,Real Bed,8,300.0,8.0,1,7,1,1125,364,10,strict,2,25.0,20.285714285714285,Chamberí,3
295,within an hour,100.0,4,40.4317649313823,-3.714887528178864,Apartment,Private room,2.5,1.0,1.0,Real Bed,16,183.0,30.0,1,10,2,1125,86,12,flexible,4,15.0,19.571428571428573,Chamberí,1
296,within a day,100.0,6,40.43652511481308,-3.716902952331546,Bed & Breakfast,Private room,1.0,1.0,2.0,Real Bed,10,90.0,30.0,1,35,2,619,296,0,flexible,4,35.0,21.257599200162016,Chamberí,1
297,within a day,80.0,5,40.430946437184346,-3.7122751843916633,Apartment,Entire home/apt,1.0,3.0,3.0,Real Bed,15,183.0,60.0,1,0,5,1125,281,7,moderate,4,100.0,18.714285714285715,Chamberí,2
298,within a few hours,70.0,6,40.433753017093366,-3.714475189635718,Apartment,Private room,1.0,1.0,2.0,Real Bed,15,183.0,30.0,1,30,5,60,356,7,flexible,4,30.0,22.285714285714285,Chamberí,2
299,within a few hours,100.0,4,40.43275986834004,-3.714089010913276,Apartment,Private room,1.0,1.0,1.0,Real Bed,12,183.0,10.0,1,0,2,1125,327,19,moderate,5,30.0,21.571428571428573,Chamberí,4
300,within a few hours,96.0,3,40.43100155342293,-3.710189121157558,Apartment,Entire home/apt,1.0,0.0,3.0,Real Bed,11,183.0,30.0,1,0,2,30,321,0,strict,3,60.0,21.257599200162016,Chamberí,4
301,a few days or more,40.0,5,40.43274742615024,-3.709631413823297,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,16,150.0,30.0,2,12,2,1125,230,12,strict,4,65.0,20.142857142857142,Chamberí,3
302,within an hour,100.0,4,40.43019179344825,-3.7071071406893705,Apartment,Entire home/apt,2.0,3.0,3.0,Real Bed,16,150.0,50.0,1,0,3,1125,282,18,strict,4,160.0,21.428571428571427,Chamberí,3
303,within a day,57.0,4,40.43459283973701,-3.7072915135387694,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,16,150.0,40.0,1,0,1,90,163,1,flexible,4,60.0,21.257599200162016,Chamberí,3
304,within a day,100.0,3,40.43825109694044,-3.7102564172336137,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,14,200.0,30.0,1,0,30,300,275,1,flexible,3,50.0,22.857142857142858,Chamberí,1
305,within a few hours,100.0,4,40.430738460676125,-3.711630672867994,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,16,300.0,50.0,1,0,30,90,114,19,strict,4,75.0,21.0,Chamberí,4
306,within a few hours,96.0,3,40.43154882921417,-3.709606940875296,Apartment,Private room,1.0,1.0,2.0,Real Bed,11,183.0,30.0,1,0,2,30,326,0,flexible,3,60.0,21.257599200162016,Chamberí,4
307,within a few hours,96.0,3,40.43003048735833,-3.708693248654387,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,11,183.0,30.0,1,0,2,1125,269,1,moderate,3,50.0,18.857142857142858,Chamberí,4
308,within an hour,100.0,4,40.43359206847488,-3.70687262726408,Apartment,Entire home/apt,2.0,3.0,5.0,Real Bed,16,300.0,42.0,2,13,3,365,250,10,strict,3,145.0,22.857142857142858,Chamberí,6
309,within a few hours,75.0,3,40.4323256466746,-3.7098566138056888,Apartment,Entire home/apt,1.0,2.0,4.0,Real Bed,15,200.0,60.0,2,10,2,1125,314,0,strict,4,100.0,21.257599200162016,Chamberí,3
310,within a few hours,100.0,1,40.4365511429988,-3.709253305311502,House,Private room,1.0,1.0,1.0,Real Bed,11,183.0,30.0,1,0,2,4,81,0,flexible,4,20.0,21.257599200162016,Chamberí,1
311,within an hour,90.0,5,40.43710017116795,-3.703483976160165,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,19,150.0,25.0,2,10,2,1125,267,22,moderate,5,60.0,22.571428571428573,Chamberí,1
312,within an hour,99.0,4,40.43069426395721,-3.704446410597824,Apartment,Entire home/apt,2.0,2.0,2.0,Real Bed,11,150.0,30.0,4,10,2,1125,280,0,strict,5,120.0,21.257599200162016,Chamberí,1
313,within a few hours,75.0,3,40.43029839590088,-3.703764663004918,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,16,200.0,50.0,2,10,2,1125,337,0,strict,4,120.0,21.257599200162016,Chamberí,3
314,within an hour,100.0,3,40.42970129539188,-3.702139136191801,Apartment,Private room,1.0,1.0,1.0,Real Bed,15,183.0,14.0,1,11,3,6,345,4,flexible,3,35.0,22.142857142857142,Chamberí,1
315,within a few hours,75.0,3,40.43449009145069,-3.70133733754942,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,14,200.0,40.0,1,0,2,1125,310,1,strict,4,95.0,22.571428571428573,Chamberí,3
316,within an hour,100.0,5,40.43658381904332,-3.703548832707981,Bed & Breakfast,Private room,1.0,1.0,1.0,Real Bed,15,115.0,22.0,1,15,4,30,334,21,moderate,4,36.0,22.142857142857142,Chamberí,5
317,within an hour,95.0,3,40.43175273613181,-3.7006611924031474,Apartment,Private room,1.0,1.0,1.0,Real Bed,29,183.0,10.0,1,10,2,1125,112,32,strict,5,35.0,21.142857142857142,Chamberí,6
